epoch,train_loss,val_loss,train_acc,val_acc,memory
1,0.12043660432100296,0.1213978324085474,tensor(0.1618),tensor(0.1948),63745
2,0.120463165640831,0.12126217223703861,tensor(0.1618),tensor(0.1948),57709
3,0.12025445053974787,0.12139335460960865,tensor(0.1618),tensor(0.1948),56879
4,0.12037349790334702,0.12081236578524113,tensor(0.1607),tensor(0.1948),57587
5,0.12026170442501703,0.12073729373514652,tensor(0.1607),tensor(0.1948),57070
6,0.11988560408353806,0.12078111432492733,tensor(0.1607),tensor(0.1948),56942
7,0.11974229961633683,0.12044929154217243,tensor(0.1607),tensor(0.1948),56588
8,0.11971079359451929,0.12014911882579327,tensor(0.1574),tensor(0.1948),56824
9,0.11931539376576741,0.12062648870050907,tensor(0.1564),tensor(0.1905),57198
10,0.11936402221520742,0.12010079249739647,tensor(0.1553),tensor(0.1861),56289
11,0.11946669419606527,0.11952927149832249,tensor(0.1553),tensor(0.1861),56175
12,0.11872754991054535,0.1195868793874979,tensor(0.1553),tensor(0.1861),55880
13,0.11881682723760605,0.11943757720291615,tensor(0.1553),tensor(0.1818),56293
14,0.11874869664510092,0.11937149241566658,tensor(0.1553),tensor(0.1775),55880
15,0.1185074989994367,0.11941291391849518,tensor(0.1542),tensor(0.1775),55463
16,0.11840571661790213,0.11937182024121284,tensor(0.1542),tensor(0.1775),56348
17,0.11810630063215892,0.1188369020819664,tensor(0.1553),tensor(0.1775),56264
18,0.11820680101712545,0.11863659508526325,tensor(0.1553),tensor(0.1775),55660
19,0.11807204733292262,0.11894009821116924,tensor(0.1553),tensor(0.1732),55723
20,0.11767042974630991,0.1188624445348978,tensor(0.1542),tensor(0.1688),55664
21,0.11766704420248668,0.11831099167466164,tensor(0.1542),tensor(0.1688),56254
22,0.11729691872994105,0.11820242181420326,tensor(0.1520),tensor(0.1645),56486
23,0.11725817571083705,0.11781392619013786,tensor(0.1498),tensor(0.1602),56136
24,0.11708872715632121,0.11834756657481194,tensor(0.1498),tensor(0.1602),56431
25,0.11706903179486593,0.11842617206275463,tensor(0.1498),tensor(0.1602),56294
26,0.11684228231509526,0.11803683824837208,tensor(0.1488),tensor(0.1602),55900
27,0.11694723616043727,0.11731262505054474,tensor(0.1488),tensor(0.1602),55841
28,0.1164601261417071,0.11740771122276783,tensor(0.1488),tensor(0.1602),55664
29,0.11643133610486985,0.11758099123835564,tensor(0.1477),tensor(0.1602),56545
30,0.11623360812664033,0.11682266741991043,tensor(0.1477),tensor(0.1602),55542
31,0.11606714576482773,0.11741735972464085,tensor(0.1488),tensor(0.1602),55605
32,0.1159937173128128,0.11686791107058525,tensor(0.1477),tensor(0.1602),56313
33,0.11605313221613565,0.11715404130518436,tensor(0.1477),tensor(0.1602),56241
34,0.1157387857635816,0.11714371480047703,tensor(0.1466),tensor(0.1602),55715
35,0.11579722215731938,0.1167044397443533,tensor(0.1444),tensor(0.1602),55723
36,0.11541609515746434,0.11644229479134083,tensor(0.1444),tensor(0.1602),55782
37,0.11568465481201808,0.11609097756445408,tensor(0.1433),tensor(0.1602),55959
38,0.11537695080041885,0.11605157516896725,tensor(0.1422),tensor(0.1602),55605
39,0.11520881255467733,0.11589204333722591,tensor(0.1401),tensor(0.1602),55601
40,0.11501943816741307,0.11563173308968544,tensor(0.1401),tensor(0.1602),56549
41,0.11495346079270045,0.1155135054141283,tensor(0.1390),tensor(0.1602),57381
42,0.1149241253733635,0.11542143672704697,tensor(0.1390),tensor(0.1602),55605
43,0.11461256444454193,0.11576628684997559,tensor(0.1379),tensor(0.1558),55723
44,0.11450075010458628,0.11552642844617367,tensor(0.1379),tensor(0.1558),55605
45,0.11461525708436966,0.11509277485311031,tensor(0.1368),tensor(0.1602),56136
46,0.1142684648434321,0.11508936993777752,tensor(0.1368),tensor(0.1558),56077
47,0.11427782972653706,0.11485566385090351,tensor(0.1346),tensor(0.1558),55900
48,0.11445953448613484,0.1150952409952879,tensor(0.1336),tensor(0.1558),55841
49,0.11406823297341664,0.11512007378041744,tensor(0.1346),tensor(0.1558),56125
50,0.11384445677200954,0.11476117558777332,tensor(0.1357),tensor(0.1558),55948
51,0.11385259131590525,0.11473025567829609,tensor(0.1357),tensor(0.1558),56003
52,0.11373910705248515,0.11484060436487198,tensor(0.1346),tensor(0.1558),56066
53,0.11372233082850774,0.1143758725374937,tensor(0.1357),tensor(0.1558),57267
54,0.11366921961307526,0.11451204866170883,tensor(0.1357),tensor(0.1558),56538
55,0.11351980566978455,0.11426513455808163,tensor(0.1357),tensor(0.1558),56184
56,0.11322727600733438,0.11403507366776466,tensor(0.1357),tensor(0.1558),55830
57,0.11336978375911713,0.1143135316669941,tensor(0.1368),tensor(0.1602),55535
58,0.11306159694989522,0.11414843052625656,tensor(0.1379),tensor(0.1602),55889
59,0.11322233726580938,0.11383509263396263,tensor(0.1390),tensor(0.1602),55712
60,0.11297711431980133,0.11403516121208668,tensor(0.1401),tensor(0.1602),56888
61,0.1130332921942075,0.11394313350319862,tensor(0.1401),tensor(0.1602),56420
62,0.11273632595936457,0.1132267564535141,tensor(0.1401),tensor(0.1602),56302
63,0.11268615971008937,0.11336847022175789,tensor(0.1412),tensor(0.1602),55830
64,0.11268214782079061,0.1134245116263628,tensor(0.1422),tensor(0.1602),56534
65,0.11278174370527268,0.11307146027684212,tensor(0.1422),tensor(0.1602),57573
66,0.11260916193326315,0.11331978812813759,tensor(0.1433),tensor(0.1602),56062
67,0.11251550118128459,0.11307476088404655,tensor(0.1455),tensor(0.1602),55771
68,0.11234936018784841,0.11302568763494492,tensor(0.1466),tensor(0.1602),55653
69,0.11234525442123414,0.11297968588769436,tensor(0.1466),tensor(0.1602),55417
70,0.11204551259676615,0.11299670301377773,tensor(0.1466),tensor(0.1602),55889
71,0.11208791335423787,0.11322303861379623,tensor(0.1477),tensor(0.1602),56007
72,0.11205623298883438,0.11294787935912609,tensor(0.1477),tensor(0.1602),55948
73,0.11215167740980785,0.11290421336889267,tensor(0.1498),tensor(0.1558),56066
74,0.11201002945502599,0.11295631155371666,tensor(0.1498),tensor(0.1558),56121
75,0.11205058544874191,0.11266191117465496,tensor(0.1509),tensor(0.1558),55653
76,0.1119994377096494,0.11249926686286926,tensor(0.1509),tensor(0.1558),57069
77,0.11159530778725942,0.1126852948218584,tensor(0.1509),tensor(0.1558),58541
78,0.11166130403677622,0.11265007220208645,tensor(0.1520),tensor(0.1558),56715
79,0.11178498168786367,0.11273586563766003,tensor(0.1520),tensor(0.1558),56829
80,0.1117731586098671,0.11222516000270844,tensor(0.1520),tensor(0.1558),56656
81,0.11169168502092361,0.1125170923769474,tensor(0.1542),tensor(0.1602),56066
82,0.11146479249000549,0.1126648597419262,tensor(0.1553),tensor(0.1602),56125
83,0.11143968353668848,0.11225821264088154,tensor(0.1553),tensor(0.1602),55594
84,0.11157320787509283,0.11194680631160736,tensor(0.1564),tensor(0.1645),55830
85,0.11134863992532094,0.11210453882813454,tensor(0.1574),tensor(0.1688),55948
86,0.11126546909411748,0.11198285780847073,tensor(0.1585),tensor(0.1688),55535
87,0.11145349889993668,0.11204870976507664,tensor(0.1585),tensor(0.1688),55653
88,0.11109552085399628,0.11198261566460133,tensor(0.1585),tensor(0.1688),56538
89,0.11122183005015056,0.11197097040712833,tensor(0.1618),tensor(0.1688),56007
90,0.11110294312238693,0.1117467749863863,tensor(0.1596),tensor(0.1688),56066
91,0.11111078013976415,0.1118361596018076,tensor(0.1607),tensor(0.1688),55712
92,0.1112131933371226,0.11183334328234196,tensor(0.1607),tensor(0.1688),56125
93,0.11098711838324865,0.11150636337697506,tensor(0.1585),tensor(0.1688),57558
94,0.11102958222230276,0.11161144636571407,tensor(0.1596),tensor(0.1688),56243
95,0.1109527220328649,0.11148585937917233,tensor(0.1596),tensor(0.1688),56184
96,0.11090829422076544,0.11154761537909508,tensor(0.1618),tensor(0.1688),56243
97,0.11065209110577902,0.11136135086417198,tensor(0.1618),tensor(0.1688),55653
98,0.11082406888405481,0.1115714069455862,tensor(0.1661),tensor(0.1688),55653
99,0.11082947750886281,0.1113226879388094,tensor(0.1672),tensor(0.1645),56003
100,0.11085732132196427,0.11130249500274658,tensor(0.1694),tensor(0.1688),56184
101,0.11068683465321859,0.11127951554954052,tensor(0.1694),tensor(0.1688),56121
102,0.11058888932069143,0.11128939874470234,tensor(0.1716),tensor(0.1688),55594
103,0.11073998659849167,0.11143529787659645,tensor(0.1694),tensor(0.1688),55826
104,0.11055911829074223,0.11129426211118698,tensor(0.1694),tensor(0.1688),55944
105,0.11056851446628571,0.11138219200074673,tensor(0.1694),tensor(0.1688),56066
106,0.11046785960594813,0.11105155013501644,tensor(0.1705),tensor(0.1645),56066
107,0.11040986279646556,0.11147454380989075,tensor(0.1694),tensor(0.1645),55826
108,0.1105509102344513,0.11096327751874924,tensor(0.1683),tensor(0.1645),56715
109,0.11035933295885722,0.11120226792991161,tensor(0.1694),tensor(0.1645),57933
110,0.11032364467779796,0.11108049191534519,tensor(0.1683),tensor(0.1645),55885
111,0.11026248137156168,0.11069157533347607,tensor(0.1694),tensor(0.1645),55594
112,0.11012035310268402,0.11095336452126503,tensor(0.1694),tensor(0.1645),55590
113,0.11016245782375336,0.1109034214168787,tensor(0.1705),tensor(0.1645),55594
114,0.11040111730496088,0.11080894619226456,tensor(0.1716),tensor(0.1645),56066
115,0.11033150206009547,0.11069636791944504,tensor(0.1759),tensor(0.1688),55771
116,0.11018792291482289,0.11081097833812237,tensor(0.1792),tensor(0.1688),55771
117,0.11025325705607732,0.11085118912160397,tensor(0.1846),tensor(0.1732),55417
118,0.11006255447864532,0.11092023737728596,tensor(0.1846),tensor(0.1775),55712
119,0.11005524893601736,0.11090293899178505,tensor(0.1857),tensor(0.1775),55889
120,0.11006140261888504,0.11067273281514645,tensor(0.1868),tensor(0.1775),56007
121,0.10998015801111857,0.11071298830211163,tensor(0.1878),tensor(0.1775),55712
122,0.10994934439659118,0.11061620153486729,tensor(0.1889),tensor(0.1775),56298
123,0.11006594250599543,0.11094601266086102,tensor(0.1889),tensor(0.1775),55771
124,0.10995059510072072,0.11064931005239487,tensor(0.1900),tensor(0.1732),55948
125,0.10990789632002512,0.1106578204780817,tensor(0.1878),tensor(0.1732),55826
126,0.10982226381699244,0.11028573475778103,tensor(0.1889),tensor(0.1732),55948
127,0.10988560865322748,0.1104159839451313,tensor(0.1900),tensor(0.1732),56003
128,0.10978516141573588,0.11034249886870384,tensor(0.1900),tensor(0.1732),55830
129,0.10977291464805602,0.11053923331201077,tensor(0.1922),tensor(0.1775),58198
130,0.10986057271560033,0.11028124019503593,tensor(0.1933),tensor(0.1775),55889
131,0.10973712454239527,0.1102664265781641,tensor(0.1954),tensor(0.1775),55830
132,0.10980940361817677,0.11038946732878685,tensor(0.1965),tensor(0.1775),56066
133,0.10965307603279749,0.11036929301917553,tensor(0.1965),tensor(0.1775),55594
134,0.1096150611837705,0.11048933304846287,tensor(0.1987),tensor(0.1732),56003
135,0.10966615130503972,0.11019479669630527,tensor(0.2009),tensor(0.1732),56243
136,0.10970984548330306,0.11038777977228165,tensor(0.2009),tensor(0.1688),56302
137,0.10967946449915568,0.11033209785819054,tensor(0.1998),tensor(0.1688),55472
138,0.1097417617837588,0.11049147695302963,tensor(0.1998),tensor(0.1688),55535
139,0.10968733529249827,0.11026019416749477,tensor(0.1998),tensor(0.1688),56534
140,0.10953312913576761,0.10983493737876415,tensor(0.2020),tensor(0.1688),56833
141,0.10949968248605728,0.11023990996181965,tensor(0.2030),tensor(0.1688),56243
142,0.1095143735408783,0.11015380173921585,tensor(0.2041),tensor(0.1645),56184
143,0.10935595432917276,0.1100803017616272,tensor(0.2052),tensor(0.1645),56066
144,0.10942371487617493,0.11008675955235958,tensor(0.2085),tensor(0.1645),55649
145,0.10957991729180018,0.1099572479724884,tensor(0.2074),tensor(0.1645),55653
146,0.10938690404097239,0.11003954894840717,tensor(0.2074),tensor(0.1645),55712
147,0.10944672773281733,0.11024113185703754,tensor(0.2074),tensor(0.1645),55535
148,0.10940823256969452,0.11026607267558575,tensor(0.2085),tensor(0.1645),55889
149,0.10932202984889348,0.11017069220542908,tensor(0.2128),tensor(0.1645),58582
150,0.10934092154105504,0.11005986668169498,tensor(0.2128),tensor(0.1645),56125
151,0.1093519389629364,0.11006051674485207,tensor(0.2139),tensor(0.1645),56125
152,0.1092840979496638,0.10997853986918926,tensor(0.2139),tensor(0.1645),56597
153,0.1093102032939593,0.1100621409714222,tensor(0.2150),tensor(0.1602),56176
154,0.10931366086006164,0.10993831418454647,tensor(0.2150),tensor(0.1558),55476
155,0.10924095809459686,0.10984907485544682,tensor(0.2161),tensor(0.1515),56538
156,0.1092620184024175,0.11012527160346508,tensor(0.2150),tensor(0.1515),56007
157,0.10922368963559469,0.10982533358037472,tensor(0.2182),tensor(0.1515),55535
158,0.10919283976157507,0.10969115234911442,tensor(0.2161),tensor(0.1515),55885
159,0.1092181866367658,0.10991163179278374,tensor(0.2172),tensor(0.1515),56034
160,0.10927799940109253,0.10981912352144718,tensor(0.2182),tensor(0.1515),56479
161,0.10911629498004913,0.10996675677597523,tensor(0.2172),tensor(0.1558),56243
162,0.10909659465154012,0.10993537306785583,tensor(0.2172),tensor(0.1558),56239
163,0.1091761032740275,0.10985397733747959,tensor(0.2182),tensor(0.1558),56007
164,0.10910333146651587,0.10992602445185184,tensor(0.2182),tensor(0.1602),56007
165,0.10903391242027283,0.10967309586703777,tensor(0.2182),tensor(0.1602),56062
166,0.10918663591146469,0.1100103110074997,tensor(0.2182),tensor(0.1602),56007
167,0.10913446992635727,0.10960723459720612,tensor(0.2172),tensor(0.1602),56243
168,0.10911322285731634,0.1098889410495758,tensor(0.2182),tensor(0.1645),55885
